index,seriesName,network,season,title,imdb,engagement,dateAired,run.time,format,monster.name,monster.gender,mainMonsterGender,monster.type,monster.subtype,monster.species,monster.amount,caught.fred,caught.daphnie,caught.velma,caught.shaggy,caught.scooby,caught.other,num.caught,caught.not,caught,captured.fred,captured.daphnie,captured.velma,captured.shaggy,captured.scooby,num.captured,unmask.fred,unmask.daphnie,unmask.velma,unmask.shaggy,unmask.scooby,unmask.other,settingTerrain,suspects.amount,non-suspect,arrested,culprit.gender,culprit.amount,motive,if.it.wasnt.for,and.that,number.of.snacks,split.up,another.mystery,set.a.trap,jeepers,jinkies,my.glasses,just.about.wrapped.up,zoinks,groovy,scooby.doo.where.are.you,rooby.rooby.roo
330,A Pup Named Scooby-Doo,ABC,4,Catcher on the Sly,6.6,37,8/10/1991,4,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,FALSE,0,FALSE,1,NULL,NULL,NULL,FALSE,FALSE,0,NULL,NULL,NULL,FALSE,FALSE,FALSE,Urban,1,FALSE,TRUE,Male,1,Abduction,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1
331,A Pup Named Scooby-Doo,ABC,4,The Ghost of Mrs. Shusham,6.6,37,8/10/1991,11,TV Series (segmented),Ghost of Mrs. Shusham,Female,Female,Ghost,Librarian,Human,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Urban,3,FALSE,TRUE,Female,1,Theft,these two,NULL,a couple,0,0,0,0,3,0,0,2,0,0,1
332,A Pup Named Scooby-Doo,ABC,4,The Wrath of Waitro,6.6,37,8/10/1991,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,1,NULL,FALSE,FALSE,TRUE,TRUE,2,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,1,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,3,0,0,2,0,0,1
333,A Pup Named Scooby-Doo,ABC,4,Mayhem of the Moving Mollusk,7.2,32,8/17/1991,23,TV Series,Moving Mollusk,Male,Male,Animal,Giant,Snail,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Urban,4,FALSE,TRUE,Male,1,Competition,you kids,stupid puppy,1,0,0,0,0,6,0,0,1,0,0,1
334,TV Special,TBC,Special,Arabian Nights,5.8,1526,9/3/1994,69,Movie,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,FALSE,0,FALSE,1,NULL,NULL,NULL,FALSE,FALSE,0,NULL,NULL,NULL,FALSE,FALSE,FALSE,Desert,5,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,0,0,1
335,Johnny Bravo,Cartoon Network,Crossover,Bravo Dooby-Doo,8.4,148,7/25/1997,22,Crossover,Ghostly Gardener,Male,Male,Undead,Ghost,Human,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Rural,1,FALSE,FALSE,Female,1,Trespassing,you meddling kids,NULL,0,1,0,0,0,2,1,0,5,0,0,1
336,Warner Home Video,Warner Home Video,Movie,Scooby-Doo on Zombie Island,7.8,12620,9/22/1998,76,Movie,"Ghost of Morgan Moonscar,Pirate Zombies,Confederate Zombies,Tourist Zombies,Simone Lenoir,Lena Dupree,Jacques","Male,Male,Male,Male,Female,Female,Male",Male,"Ghost,Undead,Undead,Undead,Animal,Animal,Animal","Pirate,Zombie,Zombie,Zombie,Werecat,Werecat,Werecat","Human,Human,Human,Human,Human,Human,Human",7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1,TRUE,TRUE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Swamp,6,NULL,NULL,NULL,0,Food,NULL,NULL,3,0,0,0,1,9,0,0,14,2,1,0
337,Warner Home Video,Warner Home Video,Movie,Scooby-Doo and the Witch's Ghost,7.3,6527,10/5/1999,66,Movie,"Ben Ravencroft,Sarah Ravencroft,Evil Trees,Pumpkin Monsters,Enormous Turkey","Male,Female,Male,Male,Male",Male,"Magician,Ghost,Plant,Plant,Animal","Warlock,Witch,Evil,Humanoid,Giant","Human,Human,Tree,Pumpkin,Turkey",5,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,1,TRUE,TRUE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,4,NULL,NULL,NULL,0,Conquer,NULL,NULL,1 box,0,0,0,0,5,1,0,6,1,0,1
338,The Scooby-Doo Project,Cartoon Network,Special,The Scooby-Doo Project,7.4,390,10/31/1999,21,TV Series,"Casper County Monster,Casper County Monster","Male,Male",Male,"Animal,Animal","Humanoid,Humanoid","Forest-Monster,Forest-Monster",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Forest,7,TRUE,TRUE,Male,1,Entertainment,NULL,NULL,0,1,0,0,0,0,1,0,2,0,1,1
339,Warner Home Video,Warner Home Video,Movie,Scooby-Doo and the Alien Invaders,6.9,5625,10/3/2000,73,Movie,"Aliens,Aliens,Aliens","Male,Male,Male",Male,"Extraterrestrial,Extraterrestrial,Extraterrestrial","Alien,Alien,Alien","Alien,Alien,Alien",3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE,1,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Desert,10,FALSE,TRUE,"Male,Male,Female,Male,Male",5,Natural Resource,meddl-,NULL,0,0,0,0,0,2,0,0,6,14,0,2
340,Warner Home Video,Warner Home Video,Movie,Scooby-Doo and the Cyber Chase,7,6632,10/9/2001,73,Movie,Phantom Virus,Male,Male,Possessed Object,Humanoid,Electric,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,1,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,4,FALSE,TRUE,Male,1,Competition,NULL,NULL,several,2,0,0,1,7,1,0,9,1,0,3
341,Night of the Living Doo,Cartoon Network,Special,Night of the Living Doo,7.2,256,10/31/2001,16,TV Series,"Zombie,Mummy,Zombie Gary Coleman","Male,Male,Male",Male,"Undead,Undead,Undead","Zombie,Mummy,Zombie","Human,Human,Human",3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,2,TRUE,TRUE,Male,1,Competition,NULL,NULL,0,1,0,0,0,1,0,0,2,0,0,1
342,Warner Bros. Picture,Warner Bros. Picture,Movie,Scooby-Doo,5.1,100951,6/14/2002,87,Movie (Theatrical),"Demons,Demons,Demons,Demons,Possessed College Kids,Possessed Fred,Possessed Marry Jane,Possessed Daphine,Possessed Velma,Scrappy-Rex","Male,Male,Male,Male,Male,Male,Female,Female,Female,Male",Male,"Mythical,Mythical,Mythical,Mythical,Possessed Object,Possessed Object,Possessed Object,Possessed Object,Possessed Object,Animal","Demon,Demon,Demon,Demon,Possessed,Possessed,Possessed,Possessed,Possessed,Giant","Demon,Demon,Demon,Demon,Human,Human,Human,Human,Human,Hound",10,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Island,11,TRUE,TRUE,"Male,Male,Male,Male",4,Conquer,NULL,NULL,several,2,0,0,0,7,2,0,5,2,2,3
343,"Harvey Birdman, Attorney at Law",Adult Swim,Crossover,Shaggy Busted,8.1,133,7/7/2002,12,Crossover,Green Monster,Male,Male,Plant,Humanoid,Weed,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,2,TRUE,TRUE,Male,0,Competition,the damn cotton market,NULL,0,0,0,0,0,0,0,0,0,0,0,0
344,What's New Scooby-Doo?,The WB,1,There's No Creature Like Snow Creature,7.5,176,9/14/2002,21,TV Series,Snow Creature,Male,Male,Animal,Humanoid,Ice-Monster,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Snow,6,FALSE,TRUE,Male,1,Competition,interloping adolescents,gluttonous dog,0,0,0,0,3,1,0,0,2,0,0,1
345,What's New Scooby-Doo?,The WB,1,3-D Struction,7.4,150,9/21/2002,21,TV Series,Dinosaur Spirit,Male,Male,Animal,Spirit,Dinosaur,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Jungle,3,FALSE,TRUE,"Male,Female",2,Natural Resource,turistas,NULL,1 box,1,0,0,1,1,0,0,1,0,0,1
346,What's New Scooby-Doo?,The WB,1,Space Ape and the Cape,7.6,151,9/28/2002,21,TV Series,The Alien,Male,Male,Extraterrestrial,Alien,Alien,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,4,FALSE,TRUE,Female,1,Competition,you meddling kids,NULL,several,1,0,0,1,0,0,1,1,0,0,1
347,What's New Scooby-Doo?,The WB,1,Big Scare in the Big Easy,7.7,142,10/5/2002,21,TV Series,"Ghost of the Leland Brothers,Ghost of the Leland Brothers","Male,Male",Male,"Ghost,Ghost","Soldier,Soldier","Human,Human",2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Urban,4,FALSE,TRUE,Male,1,Competition,ya'll meddling kids,NULL,0,1,0,1,1,2,0,0,4,0,0,1
348,What's New Scooby-Doo?,The WB,1,"It's Mean, It's Green, It's the Mystery Machine",7.6,144,10/26/2002,21,TV Series,The Mystery Machine,Female,Female,Possessed Object,Car,Vehicle,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,5,FALSE,FALSE,Female,1,Competition,NULL,NULL,1 box,0,0,0,1,1,1,0,3,0,0,1
349,What's New Scooby-Doo?,The WB,1,Riva Ras Regas,7.5,125,11/2/2002,21,TV Series,Ghost of Rufus Raucaus,Male,Male,Ghost,Phantom,Human,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,6,FALSE,TRUE,Female,1,Competition,you meddling kids,NULL,0,1,0,1,1,1,0,0,1,0,0,1
350,What's New Scooby-Doo?,The WB,1,Roller Ghoster Ride,7.7,133,11/9/2002,21,TV Series,Roller Ghoster,Male,Male,Animal,Humanoid,Beast,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,5,FALSE,FALSE,Female,1,Competition,you meddling kids,NULL,2,1,1,0,0,1,0,0,0,0,0,1
351,What's New Scooby-Doo?,The WB,1,"Safari, So Goodie!",7.1,130,11/23/2002,21,TV Series,Jungle Demons,Male,Male,Animal,Demon,Animal,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Jungle,5,FALSE,TRUE,"Female,Male",2,Smuggling,NULL,NULL,0,1,0,0,0,1,0,0,2,0,1,1
352,What's New Scooby-Doo?,The WB,1,She Sees Sea Monsters by the Sea Shore,7.1,122,11/30/2002,21,TV Series,Motoshondu,Female,Female,Animal,Serpent,Sea-Monster,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Island,4,FALSE,TRUE,Male,1,Preservation,you meddling mainlanders,NULL,0,0,1,0,4,2,1,0,2,0,0,1
353,What's New Scooby-Doo?,The WB,1,A Scooby-Doo! Christmas,7.5,137,12/13/2002,21,TV Series,Headless Snowman,Male,Male,Possessed Object,Headless,Snow-Man,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Snow,4,FALSE,FALSE,Male,1,Treasure,NULL,NULL,0,1,0,0,2,1,0,0,2,0,0,1
354,What's New Scooby-Doo?,The WB,1,Toy Scary Boo,7.7,122,2/1/2003,21,TV Series,"Spaceman Swintons,Annabel Action Figure,Other Toys","Male,Female,Male",Male,"Mechanical,Mechanical,Mechanical","Humanoid,Humanoid,Toy","Toy,Toy,Toy",3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,4,FALSE,TRUE,Male,1,Treasure,NULL,NULL,1 box,2,0,0,1,0,0,0,2,0,0,1
355,What's New Scooby-Doo?,The WB,1,Lights! Camera! Mayhem!,7.5,115,2/15/2003,21,TV Series,Faceless Phantom,Male,Male,Ghost,Phantom,Human,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,5,FALSE,FALSE,Male,1,Competition,you wonderful meddling kids,Scooby-Doo,1 box,1,0,0,0,1,0,0,0,0,0,1
356,What's New Scooby-Doo?,The WB,1,Pompii and Circumstance,7.1,110,2/22/2003,21,TV Series,Undead,Male,Male,Ancient,Gladiator,Human,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,4,FALSE,TRUE,"Male,Male",2,Competition,NULL,NULL,2 boxes,0,0,0,1,0,0,0,4,0,0,0
357,Warner Home Video,Warner Home Video,Movie,Scooby-Doo! and the Legend of the Vampire,6.6,4180,3/4/2003,72,Movie,"Yowie Yahoo,Dark Skull,Stormy Weathers,Lightning Strikes","Male,Male,Male,Male",Male,"Undead,Undead,Undead,Undead","Vampire,Vampire,Vampire,Vampire","Human,Human,Human,Human",4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Desert,10,FALSE,TRUE,"Male,Male,Male",3,Competition,you meddling kids,NULL,4,1,1,0,1,2,1,0,8,0,0,1
358,What's New Scooby-Doo?,The WB,1,The Unnatural,7.3,110,3/22/2003,21,TV Series,Baseball Specter,Male,Male,Ghost,Specter,Human,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Urban,5,FALSE,TRUE,Male,1,Competition,NULL,NULL,0,0,0,0,1,0,0,1,1,0,0,1
359,What's New Scooby-Doo?,The WB,2,Big Appetite in Little Tokyo,7.2,112,9/13/2003,21,TV Series,"Ancient One,30 Foot Shaggy","Male,Male",Male,"Magician,Animal","Mystic,Giant","Human,Human",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,3,FALSE,TRUE,Male,1,Competition,NULL,NULL,0,0,1,0,1,2,0,0,3,0,0,1
360,What's New Scooby-Doo?,The WB,2,Mummy Scares Best,7.6,102,9/20/2003,21,TV Series,"Mummy of Pharaoh Scamses,Zombies,Zombies,Zombies,Zombies,Zombie Fred,Zombie Daphnie,Zombie Velma","Male,Male,Male,Female,Male,Male,Female,Female",Male,"Undead,Undead,Undead,Undead,Undead,Undead,Undead,Undead","Mummy,Zombie,Zombie,Zombie,Zombie,Zombie,Zombie,Zombie","Human,Human,Human,Human,Human,Human,Human,Human",8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,1,TRUE,TRUE,TRUE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Desert,3,FALSE,TRUE,"Male,Female",2,Competition,NULL,NULL,0,1,0,0,0,1,0,0,1,0,0,0
361,What's New Scooby-Doo?,The WB,2,The Fast and the Wormious,7.4,104,9/27/2003,21,TV Series,Gusano Grande,Male,Male,Animal,Giant,Worm,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Desert,5,FALSE,TRUE,Male,1,Competition,NULL,NULL,0,0,0,0,1,2,0,0,2,0,0,1
362,Warner Home Video,Warner Home Video,Movie,Scooby-Doo! and the Monster of Mexico,6.5,3462,9/30/2003,72,Movie,"Chupacabra,Paco,Quetzalcoatl,Jaguar Statues,Aztec Giant Statue,Ghost of Señor Otero,Skeleton Man","Male,Male,Male,Male,Male,Male,Male",Male,"Animal,Animal,Mythical,Possessed Object,Possessed Object,Ghost,Undead","Humanoid,Bird,Dragon,Statue,Statue,Phantom,Skeleton","Chupacabra,Parrot,Dragon,Jaguar,Human,Human,Human",7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,9,FALSE,TRUE,"Male,Female",2,Competition,those meddling kids,NULL,2,0,0,0,0,4,0,0,2,0,0,1
363,What's New Scooby-Doo?,The WB,2,High-Tech House of Horrors,7.5,101,10/4/2003,21,TV Series,"Jeevens,Shari","Male,Female",Male,"Mechanical,Mechanical","Robot,Computer","Robot,Computer",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,6,NULL,NULL,NULL,0,Competition,NULL,NULL,several,0,0,0,1,0,0,1,0,0,0,1
364,What's New Scooby-Doo?,The WB,2,The Vampire Strikes Back,7.4,105,10/18/2003,21,TV Series,Baron Fortescu,Male,Male,Undead,Vampire,Human,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,3,TRUE,TRUE,"Male,Male",2,Competition,NULL,NULL,0,1,0,0,0,0,1,1,0,0,0,1
365,What's New Scooby-Doo?,The WB,2,A Scooby-Doo Halloween,7.6,129,10/25/2003,21,TV Series,"Scarecrows,Ghost of Hank Banning","Male,Male",Male,"Possessed Object,Ghost","Scarecrow,Phantom","Human,Human",2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,4,TRUE,TRUE,Female,1,Competition,NULL,NULL,0,0,0,0,1,2,0,0,1,0,1,1
366,What's New Scooby-Doo?,The WB,2,Homeward Hound,7.2,97,10/25/2003,21,TV Series,Cat Creature,Male,Male,Animal,Humanoid,Cat,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Urban,5,FALSE,TRUE,"Female,Male,Male",3,Competition,you meddling kids,NULL,0,1,0,0,0,1,0,0,1,0,1,1
367,What's New Scooby-Doo?,The WB,2,The San Franpsycho,7.3,103,3/20/2004,21,TV Series,San Franpsycho,Male,Male,Ancient,Convict,Human,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Urban,5,FALSE,TRUE,Female,1,Competition,NULL,NULL,1 box,1,0,0,0,1,0,0,0,0,0,1
368,What's New Scooby-Doo?,The WB,2,Simple Plan and the Invisible Madman,7.5,113,3/22/2004,21,TV Series,Invisible Man,Male,Male,Disguised,Invisible,Human,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Snow,9,FALSE,TRUE,"Male,Male,Male,Female",4,Competition,NULL,NULL,5,1,0,0,1,0,0,0,1,0,0,0
369,What's New Scooby-Doo?,The WB,2,Recipe for Disaster,7.5,109,3/23/2004,21,TV Series,"Scooby Snack Monster,Scooby Snack Monster","Male,Male",Male,"Possessed Object,Possessed Object","Humanoid,Humanoid","Scooby Snack,Scooby Snack",2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Urban,4,FALSE,TRUE,"Female,Female",2,Competition,pestering kids,NULL,lifetime supply,1,1,0,0,0,0,0,2,0,0,0
370,What's New Scooby-Doo?,The WB,2,Large Dragon at Large,7.5,94,3/24/2004,21,TV Series,Glasburgh Dragon,Male,Male,Mythical,Dragon,Dragon,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,5,FALSE,TRUE,Male,1,Treasure,you meddling medieval kids,NULL,0,0,0,0,0,0,1,0,2,0,0,1
371,What's New Scooby-Doo?,The WB,2,Uncle Scooby and Antarctica,7.4,99,3/25/2004,21,TV Series,Fish Creature,Male,Male,Animal,Humanoid,Fish,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Snow,5,FALSE,FALSE,Male,1,Preservation,NULL,NULL,0,2,0,0,0,1,0,0,2,0,0,0
372,What's New Scooby-Doo?,The WB,2,"New Mexico, Old Monster",7.2,96,3/26/2004,21,TV Series,"Wakumi,Shaman","Male,Male",Male,"Animal,Ancient","Giant,Shaman","Bird,Human",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Desert,5,TRUE,TRUE,Male,1,Preservation,NULL,NULL,0,0,0,0,1,1,0,0,2,0,0,1
373,Warner Bros. Picture,Warner Bros. Picture,Movie,Scooby-Doo 2: Monsters Unleashed,5.1,50847,3/26/2004,93,Movie (Theatrical),"Masked Figure,Pterodactyl Ghost,Black Knight Ghost,Cotton Candy Glob,Tar Monster,Minder 49er,Captain Cutler's Ghost,Zombie,10000 Volt Ghost,Skeleton Men,Skeleton Men","Male,Male,Male,Male,Male,Male,Male,Male,Male,Male,Male",Male,"Disguised,Animal,Possessed Object,Possessed Object,Possessed Object,Ancient,Possessed Object,Undead,Ghost,Undead,Undead","Scientist,Dinosaur,Suit,Candy,Tar,Miner,Suit,Zombie,Electric,Skeleton,Skeleton","Human,Pterodactyl,Human,Cotton Candy,Tar,Human,Human,Human,Human,Human,Human",11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,1,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Urban,5,FALSE,TRUE,"Male,Male",2,Competition,those meddling punks,dumb dog,0,0,0,0,0,3,1,0,4,0,0,4
374,What's New Scooby-Doo?,The WB,2,It's All Greek to Scooby,7.4,91,3/27/2004,21,TV Series,Centaur,Male,Male,Mythical,Beast,Centaur,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Rural,4,FALSE,TRUE,Female,1,Treasure,you meddling kids,NULL,0,0,0,0,0,0,0,0,1,0,0,1
375,Warner Home Video,Warner Home Video,Movie,Scooby-Doo! and the Loch Ness Monster,6.7,4108,6/24/2004,74,Movie,"Loch Ness Monster,Loch Ness Monster","Female,Female",Female,"Mythical,Mythical","Loch Ness Monster,Loch Ness Monster","Dinosaur,Dinosaur",2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,8,FALSE,FALSE,"Female,Male,Male",3,Competition,you meddling kids,NULL,1 box,1,2,0,4,6,0,0,13,1,0,1
376,What's New Scooby-Doo?,The WB,3,Fright House of a Lighthouse,8,128,1/29/2005,21,TV Series,"Creepy Keeper,Skeleton Crew","Male,Male",Male,"Undead,Undead","Lighthouse Keeper,Skeleton","Human,Human",2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Rural,3,FALSE,TRUE,"Male,Female",2,Competition,NULL,NULL,0,0,0,0,1,0,0,0,2,0,0,1
377,What's New Scooby-Doo?,The WB,3,"Go West, Young Scoob",7.2,102,2/5/2005,21,TV Series,"Sheriff,Cold Steel,Other Robot Cowboys","Male,Male,Male",Male,"Mechanical,Mechanical,Mechanical","Cowboy,Cowboy,Cowboy","Human,Human,Human",3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desert,3,FALSE,TRUE,Male,1,Competition,NULL,NULL,0,0,1,0,3,0,0,0,3,0,0,0
378,Warner Home Video,Warner Home Video,Movie,"Aloha, Scooby-Doo!",6.4,3696,2/8/2005,73,Movie,"Wiki-Tiki,Tiny Tikis","Male,Male",Male,"Ancient,Ancient","Hawaiian,Hawaiian","Human,Human",2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Island,7,FALSE,TRUE,"Female,Male",2,Competition,you meddling mainlanders,NULL,1,0,1,0,3,0,1,0,1,1,0,1
